P/N,Cost to cost comp,Vendor,Q'ty ,vendor confirm date,ETD ,total_value,status,Ref Document,Ref Date
R811115C101,1.0,JIAYE,80,0,20140802,80.0,0,,0
C422926050,1.0,JIAYE,400,0,20140802,400.0,0,,0
C422926050,1.0,JIAYE,225,0,20140802,225.0,0,,0
MCL02-P-11R,,ANJIE,25000,0,20140806,,0,,0
MCL02-P-11R,,ANJIE,25000,0,20140806,,0,,0
DOBERMAN,1.0,HONGCHANG,2000,0,20140806,2000.0,0,,0
M620059013,1.0,SHENKA,600,0,20140808,600.0,0,,0
M620059013,1.0,SHENKA,200,0,20140808,200.0,0,,0
P28239010,,SHENKA,562,0,20140808,,0,,0
C223186072,,JIAYE,500,0,20140809,,0,,0
C223186072,,JIAYE,1400,0,20140809,,0,,0
C223186072,,JIAYE,60,0,20140809,,0,,0
201830-00,,JIAYE,1000,0,20140809,,0,,0
B122287040-UNCOAT,,JIAYE,425,0,20140808,,0,,0
B122287040-UNCOAT,,JIAYE,25,0,20140808,,0,,0
M623186013,,JIAYE,175,0,20140808,,0,,0
M623186013,,JIAYE,805,0,20140808,,0,,0
M620059013,1.0,HENSUNG,2000,0,20140811,2000.0,0,,0
M620059013,1.0,HENSUNG,400,0,20140811,400.0,0,,0
B223988041,1.0,HENSUNG,5000,0,20140811,5000.0,0,20190819- H01 B223988041,20190819
V422925158,,HENSUNG,5000,0,20140811,,0,,0
M824279M035,1.0,HENSUNG,100,0,20140811,100.0,0,20190617-C01 M824279M035,20190617
748,,NINGKE,1500,0,20140812,,0,,0
748LC,,NINGKE,1000,0,20140812,,0,,0
WAVE2EX,,NINGKE,1480,0,20140812,,0,,0
WAVE2EX,,NINGKE,20,0,20140812,,0,,0
15824AA,,TOPWAY,149,0,20140811,,0,,0
15824AA,,TOPWAY,51,0,20140811,,0,,0
M620059013,1.0,SHENKA,800,0,20140815,800.0,0,,0
16007-001,,JIAYE,2000,0,20140801,,0,,0
C421586050,,JIAYE,115,0,20140816,,0,,0
15416AB,,JIAYE,5000,0,20140816,,0,,0
4996BC,,JIAYE,750,0,20140816,,0,,0
4996BC,,JIAYE,30,0,20140816,,0,,0
A224052021,1.0,SHENKA,6000,0,20140819,6000.0,0,,0
MCL01-P,,ANJIE,25000,0,20140820,,0,,0
MCL02-P-15R,,ANJIE,50000,0,20140820,,0,,0
MCL02-P-11R,,ANJIE,25000,0,20140820,,0,,0
H508,,NINGKE,1500,0,20140820,,0,,0
44250B,,TOPWAY,324,0,20140818,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20140819,,0,,0
B223988041,1.0,HENSUNG,7078,0,20140820,7078.0,0,20190819- H01 B223988041,20190819
V422925158,,HENSUNG,10793,0,20140820,,0,,0
M68238013,,HENSUNG,4000,0,20140820,,0,,0
M620059013,1.0,HENSUNG,1000,0,20140820,1000.0,0,,0
P320101060,,HENSUNG,2000,0,20140820,,0,,0
4996CC,,JIAYE,480,0,20140820,,0,,0
15610B,,JIAYE,103,0,20140820,,0,,0
C123186070,,JIAYE,2241,0,20140826,,0,,0
R811115C101,1.0,JIAYE,673,0,20140826,673.0,0,,0
R811115C101,1.0,JIAYE,3000,0,20140826,3000.0,0,,0
R811115C101,1.0,JIAYE,2987,0,20140826,2987.0,0,,0
C422925050,,JIAYE,725,0,20140826,,0,,0
C422926050,1.0,JIAYE,2900,0,20140826,2900.0,0,,0
C422926050,1.0,JIAYE,78,0,20140826,78.0,0,,0
A521651024,1.0,JIAYE,8100,0,20140826,8100.0,0,,0
B723982146,,JIAYE,2200,0,20140826,,0,,0
B122180040,,JIAYE,4400,0,20140826,,0,,0
B122287040-UNCOAT,,JIAYE,400,0,20140826,,0,,0
B122287040-UNCOAT,,JIAYE,20,0,20140826,,0,,0
P323988060,,HENSUNG,1017,0,20140826,,0,,0
P323988060,,HENSUNG,3672,0,20140826,,0,,0
B221651041,,HENSUNG,8000,0,20140826,,0,,0
B221651041,,HENSUNG,20000,0,20140826,,0,,0
B221651041,,HENSUNG,2000,0,20140826,,0,,0
P38252060,1.0,HENSUNG,3000,0,20140826,3000.0,0,,0
M68237013,,HENSUNG,4488,0,20140826,,0,,0
B222925041,1.0,HENSUNG,2965,0,20140826,2965.0,0,20190916- H01 B222925041,20190916
C223988072,,HENSUNG,4102,0,20140826,,0,,0
C223988072,,HENSUNG,6297,0,20140826,,0,,0
P320101060,,HENSUNG,3000,0,20140826,,0,,0
P320101060,,HENSUNG,1000,0,20140826,,0,,0
M69824013,1.0,HENSUNG,1017,0,20140826,1017.0,0,,0
A24957021,1.0,HENSUNG,170,0,20140826,170.0,0,,0
A24957021,1.0,HENSUNG,5400,0,20140826,5400.0,0,,0
V122926096,,HENSUNG,800,0,20140826,,0,20191213-H02 V122926096,20191213
V122926096,,HENSUNG,800,0,20140826,,0,20200122-H01 V122926096,20200122
R823186104-NC,,HENSUNG,1000,0,20140826,,0,,0
P35661060,1.0,HENSUNG,2500,0,20140826,2500.0,0,,0
V122925096,,HENSUNG,4000,0,20140826,,0,,0
V123989096,1.0,HENSUNG,6000,0,20140826,6000.0,0,,0
P932848051,1.0,HENSUNG,7227,0,20140826,7227.0,0,,0
P32940060,1.0,HENSUNG,1174,0,20140826,1174.0,0,,0
1512525,,S LITE,8,0,20160322,,0,,0
1602239,,S LITE,5,0,20160322,,0,,0
1512293,,S LITE,10,0,20160322,,0,,0
1602238,,S LITE,10,0,20160322,,0,,0
1601349,,S LITE,6,0,20160322,,0,,0
1507083,,S LITE,10,0,20160322,,0,,0
1602240,,S LITE,4,0,20160322,,0,,0
A521651024,1.0,SHENKA,5000,0,20140826,5000.0,0,,0
A521651024,1.0,SHENKA,10000,0,20140826,10000.0,0,,0
A224052021,1.0,SHENKA,4300,0,20140826,4300.0,0,,0
043-0081,,SUNFUNG,240,0,20140826,,0,,0
043-0081,,SUNFUNG,4,0,20140826,,0,,0
043-0095,,SUNFUNG,120,0,20140826,,0,,0
SG-33SK2,,S LITE,1000,0,20140826,,0,,0
SG-32SK2-AD,1.0,S LITE,1000,0,20140826,1000.0,0,,0
SG-42BK1-BH,,S LITE,600,0,20140826,,0,,0
SG-42BK2-BH,,S LITE,600,0,20140826,,0,,0
SG-32BK2-NT,1.0,S LITE,2000,0,20140826,2000.0,0,,0
SG-GR01,1.0,S LITE,540,0,20140826,540.0,0,,0
SG-32SK1-SX,1.0,S LITE,500,0,20140826,500.0,0,,0
191-0259,,S LITE,500,0,20140826,,0,,0
63229A,,SHENKA,1500,0,20140823,,0,,0
15569E,,SHENKA,2000,0,20140823,,0,,0
P223368010,,SHENKA,514,0,20140823,,0,,0
P28240010,,SHENKA,290,0,20140823,,0,,0
P28270010,1.0,SHENKA,1124,0,20140823,1124.0,0,20230926-H01 P28270010,20230926
A22587021,,SHENKA,400,0,20140828,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20140830,,0,,0
M620059013,1.0,SHENKA,600,0,20140829,600.0,0,,0
M620059013,1.0,SHENKA,800,0,20140829,800.0,0,,0
M620059013,1.0,SHENKA,270,0,20140829,270.0,0,,0
P222925010,,SHENKA,1000,0,20140829,,0,,0
15569E,,SHENKA,4000,0,20140829,,0,,0
15569E,,SHENKA,4000,0,20140829,,0,,0
P28270010,1.0,SHENKA,800,0,20140829,800.0,0,20230926-H01 P28270010,20230926
A22587021,,SHENKA,950,0,20140901,,0,,0
SCPS-BBIN,,S LITE,2000,0,20140829,,0,,0
WAVE2,,NINGKE,40000,0,20140906,,0,,0
4996CC,,JIAYE,20,0,20140830,,0,,0
58801B,,JIAYE,1750,0,20140830,,0,,0
4996C-NC,,JIAYE,5000,0,20140830,,0,,0
4996C-NC,,JIAYE,2500,0,20140830,,0,,0
4996C-NC,,JIAYE,7423,0,20140830,,0,,0
R811115C101,1.0,JIAYE,1666,0,20140830,1666.0,0,,0
C15619070,,JIAYE,244,0,20140830,,0,,0
C15378070,,JIAYE,50,0,20140830,,0,,0
M824279M035,1.0,HENSUNG,1000,0,20140902,1000.0,0,20190617-C01 M824279M035,20190617
60413C,,HENSUNG,1300,0,20140902,,0,,0
SETUP-OEM  50pcs of 59295h,,SUNFUNG,20,0,20140830,,0,,0
P322925060,1.0,HENSUNG,1000,0,20140908,1000.0,0,,0
R823186104-NC,,HENSUNG,1000,0,20140908,,0,,0
V221237089,,HENSUNG,20000,0,20140908,,0,,0
V221237089,,HENSUNG,500,0,20140908,,0,,0
A321237022,,HENSUNG,2000,0,20140908,,0,,0
A323824022,,HENSUNG,2500,0,20140908,,0,,0
P38252060,1.0,HENSUNG,4500,0,20140908,4500.0,0,,0
C223982072,1.0,HENSUNG,5000,0,20140908,5000.0,0,,0
C223982072,1.0,HENSUNG,299,0,20140908,299.0,0,,0
C223982072,1.0,HENSUNG,100,0,20140908,100.0,0,,0
R132848054,,HENSUNG,2000,0,20140908,,0,,0
6021049014,,HENSUNG,4573,0,20140908,,0,,0
V123988096,1.0,HENSUNG,10000,0,20140908,10000.0,0,,0
M620059013,1.0,HENSUNG,1481,0,20140908,1481.0,0,,0
M620059013,1.0,HENSUNG,1322,0,20140908,1322.0,0,,0
B18249040,,HENSUNG,2400,0,20140908,,0,,0
B221651041,,HENSUNG,17000,0,20140908,,0,,0
EI-19B-P0130,,MJ,1110,0,20140908,,0,,0
44250B,,TOPWAY,176,0,20140908,,0,,0
44250B,,TOPWAY,194,0,20140908,,0,,0
18838B,,TOPWAY,763,0,20140908,,0,,0
15979AA,,TOPWAY,500,0,20140908,,0,,0
15979AA,,TOPWAY,406,0,20140908,,0,,0
C123186070,,JIAYE,41,0,20140908,,0,,0
C423989050,1.0,JIAYE,1100,0,20140908,1100.0,0,20191120-H01 C423989050,20191120
C420059050,1.0,JIAYE,2800,0,20140908,2800.0,0,,0
B723982146,,JIAYE,3000,0,20140908,,0,,0
B723982146,,JIAYE,5000,0,20140908,,0,,0
C45645050,,JIAYE,850,0,20140908,,0,,0
C45645050,,JIAYE,400,0,20140908,,0,,0
C45645050,,JIAYE,1250,0,20140908,,0,,0
C45842050,,JIAYE,512,0,20140908,,0,,0
C18240070,,JIAYE,1200,0,20140908,,0,,0
P220124010,,SHENKA,2967,0,20140908,,0,20190328-H01 P220124010,20190328
P220124010,,SHENKA,2967,0,20140908,,0,20190513-H01 P220124010,20190513
P222926010,,SHENKA,1000,0,20140908,,0,20190917- H01 P222926010,20190917
P222926010,,SHENKA,700,0,20140908,,0,20190917- H01 P222926010,20190917
15608A,,SHENKA,4000,0,20140908,,0,,0
A321651192,1.0,SHENKA,13400,0,20140908,13400.0,0,,0
P25685010,1.0,SHENKA,2000,0,20140908,2000.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,2000,0,20140908,2000.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,2000,0,20140908,2000.0,0,20230926-H02 P25685010,20230926
A521651024,1.0,SHENKA,25400,0,20140908,25400.0,0,,0
E423186107,,SHENKA,2900,0,20140908,,0,,0
P222925010,,SHENKA,1382,0,20140908,,0,,0
043-0095,,SUNFUNG,162,0,20140908,,0,,0
043-0081,,SUNFUNG,596,0,20140908,,0,,0
043-0081,,SUNFUNG,8,0,20140908,,0,,0
SCPS-BBIN,,S LITE,500,0,20140908,,0,,0
P222786010,,SHENKA,400,0,20140905,,0,,0
P220126010,,SHENKA,545,0,20140905,,0,,0
MISC-ELE,,S LITE,1,0,20140905,,0,,0
MISC-ELE,,S LITE,1,0,20140905,,0,,0
MCL02-P-11R,,ANJIE,25000,0,20140910,,0,,0
MCL02-P-11R,,ANJIE,5000,0,20140910,,0,,0
MCL02-P-15R,,ANJIE,50000,0,20140910,,0,,0
PC-300,1.0,HONGCHANG,3000,0,20140910,3000.0,0,,0
PS-200,,HONGCHANG,800,0,20140910,,0,,0
BULLDOG,1.0,HONGCHANG,300,0,20140910,300.0,0,,0
DOBERMAN,1.0,HONGCHANG,2000,0,20140910,2000.0,0,,0
DOBERMANPLUS,,HONGCHANG,200,0,20140910,,0,,0
DS508,,NINGKE,1980,0,20140910,,0,,0
DT-24,1.0,NINGKE,2200,0,20140910,2200.0,0,,0
FK-56,,NINGKE,520,0,20140910,,0,,0
747,,NINGKE,2500,0,20140916,,0,,0
748,,NINGKE,1500,0,20140916,,0,,0
44250B,,TOPWAY,189,0,20140905,,0,,0
15824AA,,TOPWAY,699,0,20140905,,0,,0
15824AA,,TOPWAY,31,0,20140905,,0,,0
15824AA,,TOPWAY,49,0,20140905,,0,,0
4996D-NC,,JIAYE,6500,0,20140913,,0,,0
4996D-NC,,JIAYE,1754,0,20140913,,0,,0
C420059050,1.0,JIAYE,500,0,20140913,500.0,0,,0
P224783010,1.0,SHENKA,50,0,20140913,50.0,0,,0
SG-32K1-BH-R,,S LITE,1000,0,20140915,,0,,0
P28238010,,SHENKA,900,0,20140915,,0,,0
A324279M192,,SHENKA,750,0,20140915,,0,,0
A524279M024,,SHENKA,1000,0,20140915,,0,,0
V122926096,,HENSUNG,4100,0,20140915,,0,20191213-H02 V122926096,20191213
V122926096,,HENSUNG,4100,0,20140915,,0,20200122-H01 V122926096,20200122
60413C,,HENSUNG,200,0,20140915,,0,,0
60413A,,HENSUNG,1296,0,20140915,,0,,0
080A,1.0,HENSUNG,3117,0,20140915,3117.0,0,20190617-H01 080A,20190617
C424783050,1.0,JIAYE,20,0,20140917,20.0,0,,0
44011E,,TOPWAY,25,0,20140711,,0,,0
C420059050,1.0,JIAYE,1500,0,20140922,1500.0,0,,0
H211116122,1.0,JIAYE,2600,0,20140922,2600.0,0,,0
R811118101,,JIAYE,6594,0,20140922,,0,20230106-H01 R811118101,20230106
R811118102,,JIAYE,1735,0,20140922,,0,,0
C223186072,,JIAYE,2000,0,20140922,,0,,0
C223186072,,JIAYE,338,0,20140922,,0,,0
C14957195,,JIAYE,600,0,20140922,,0,,0
C14957195,,JIAYE,600,0,20140922,,0,,0
C421586050,,JIAYE,51,0,20140922,,0,,0
C18516070,,JIAYE,400,0,20140922,,0,20190122-H01 C18516070 C18667070,20190122
P321882060,,JIAYE,2500,0,20140922,,0,,0
C15594070,1.0,JIAYE,300,0,20140922,300.0,0,,0
P322925060,1.0,HENSUNG,978,0,20140922,978.0,0,,0
P322925060,1.0,HENSUNG,1422,0,20140922,1422.0,0,,0
C223982072,1.0,HENSUNG,5000,0,20140922,5000.0,0,,0
C223982072,1.0,HENSUNG,2000,0,20140922,2000.0,0,,0
A323824022,,HENSUNG,600,0,20140922,,0,,0
A323824022,,HENSUNG,1900,0,20140922,,0,,0
P320101060,,HENSUNG,5500,0,20140922,,0,,0
P320101060,,HENSUNG,644,0,20140922,,0,,0
M65685013,,HENSUNG,1130,0,20140922,,0,,0
60514B,,TOPWAY,412,0,20140922,,0,,0
P223989010,1.0,SHENKA,250,0,20140922,250.0,0,,0
P28239010,,SHENKA,632,0,20140922,,0,,0
P223368010,,SHENKA,400,0,20140922,,0,,0
8B21651500,1.0,SHENKA,6720,0,20140922,6720.0,0,,0
R121651054,,SHENKA,360,0,20140922,,0,,0
R121651054,,SHENKA,12500,0,20140922,,0,,0
P220126010,,SHENKA,1000,0,20140922,,0,,0
M623186013,,JIAYE,490,0,20140919,,0,,0
M623186013,,JIAYE,1705,0,20140919,,0,,0
M623186013,,JIAYE,255,0,20140919,,0,,0
P220126010,,SHENKA,1600,0,20140919,,0,,0
P223368010,,SHENKA,400,0,20140919,,0,,0
17669,,KANGWEI,1100,0,20140923,,0,20190612-H01 17669,20190612
17669,,KANGWEI,1100,0,20140923,,0,20220520-H01 17669 Revised 20220527,20220520
17618,,KANGWEI,5,0,20140923,,0,,0
17618,,KANGWEI,1300,0,20140923,,0,,0
C223186072,,JIAYE,940,0,20140920,,0,,0
C223186072,,JIAYE,1020,0,20140920,,0,,0
4996C-NC,,JIAYE,77,0,20140920,,0,,0
4996C-NC,,JIAYE,7500,0,20140920,,0,,0
4996C-NC,,JIAYE,1223,0,20140920,,0,,0
080A12,1.0,HENSUNG,1209,0,20140920,1209.0,0,,0
P224783010,1.0,SHENKA,50,0,20140922,50.0,0,,0
C421536050,,JIAYE,90,0,20140923,,0,,0
C45603050,,JIAYE,225,0,20140923,,0,,0
C420134050,,JIAYE,583,0,20140923,,0,,0
747F,,NINGKE,1500,0,20141001,,0,,0
WAVE2F,,NINGKE,1000,0,20141001,,0,,0
713,,NINGKE,960,0,20141001,,0,,0
702,,NINGKE,2000,0,20141001,,0,,0
60412A-NC,,JIAYE,2500,0,20140924,,0,,0
60412A-NC,,JIAYE,500,0,20140924,,0,,0
MISC-ELE,,NINGKE,1,0,20140926,,0,,0
SG-32SK2-BH,1.0,S LITE,1000,0,20140929,1000.0,0,,0
SG-32SK1-BH,1.0,S LITE,1000,0,20140929,1000.0,0,,0
ST-FRC01,1.0,S LITE,500,0,20140929,500.0,0,,0
SG-42SK1-AB,,S LITE,360,0,20140929,,0,,0
MISC-ELE,,S LITE,1,0,20140929,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20140925,,0,,0
P222926010,,SHENKA,1400,0,20140926,,0,20190917- H01 P222926010,20190917
A324279M192,,SHENKA,250,0,20140926,,0,,0
C424783050,1.0,JIAYE,30,0,20140926,30.0,0,,0
C424783050,1.0,JIAYE,50,0,20140926,50.0,0,,0
STL-1A,,NINGKE,500,0,20141001,,0,,0
STL-1B,,NINGKE,1500,0,20141001,,0,,0
STL-35A,,NINGKE,200,0,20141001,,0,,0
DS301SET,,NINGKE,1000,0,20141001,,0,,0
MCL02-P-15R,,ANJIE,50000,0,20141001,,0,,0
60412B-NC,,JIAYE,1500,0,20140929,,0,,0
60412B-NC,,JIAYE,1035,0,20140929,,0,,0
C18238070,,JIAYE,600,0,20140930,,0,,0
B220124041,,HENSUNG,1300,0,20140930,,0,,0
C25685072,,HENSUNG,385,0,20140930,,0,,0
M65685013,,HENSUNG,1000,0,20140930,,0,,0
M65685013,,HENSUNG,600,0,20140930,,0,,0
719,,NINGKE,1500,0,20141013,,0,,0
WAVE2,,NINGKE,40000,0,20141013,,0,,0
713,,NINGKE,40,0,20141013,,0,,0
4996CD,,JIAYE,40,0,20141010,,0,,0
16540B,,JIAYE,2000,0,20141010,,0,,0
C19824070,,JIAYE,200,0,20141010,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,200,0,20141010,,0,20221227-H01 C19824070,20221227
C18238070,,JIAYE,300,0,20141010,,0,,0
WAVE,,NINGKE,880,0,20141022,,0,,0
P28270010,1.0,SHENKA,2100,0,20141015,2100.0,0,20230926-H01 P28270010,20230926
P220126010,,SHENKA,1881,0,20141015,,0,,0
R121651054,,SHENKA,12500,0,20141015,,0,,0
P223368010,,SHENKA,400,0,20141015,,0,,0
P222925010,,SHENKA,400,0,20141015,,0,,0
63227D,,SHENKA,2500,0,20141015,,0,,0
M620059013,1.0,SHENKA,2300,0,20141015,2300.0,0,,0
M65685013,,HENSUNG,2642,0,20141015,,0,,0
R823186104-NC,,HENSUNG,1000,0,20141015,,0,,0
A321237022,,HENSUNG,1600,0,20141015,,0,,0
A321237022,,HENSUNG,1400,0,20141015,,0,,0
A323824022,,HENSUNG,300,0,20141015,,0,,0
A323824022,,HENSUNG,2500,0,20141015,,0,,0
A323824022,,HENSUNG,200,0,20141015,,0,,0
P322925060,1.0,HENSUNG,2044,0,20141015,2044.0,0,,0
P322925060,1.0,HENSUNG,1456,0,20141015,1456.0,0,,0
P320101060,,HENSUNG,5065,0,20141015,,0,,0
B220124041,,HENSUNG,3500,0,20141015,,0,,0
R132848054,,HENSUNG,2000,0,20141015,,0,,0
B223988041,1.0,HENSUNG,10640,0,20141015,10640.0,0,20190819- H01 B223988041,20190819
P323988060,,HENSUNG,1257,0,20141015,,0,,0
G15685034,1.0,HENSUNG,21100,0,20141015,21100.0,0,,0
C59313140,1.0,HENSUNG,3600,0,20141015,3600.0,0,,0
080A,1.0,HENSUNG,1212,0,20141015,1212.0,0,20190617-H01 080A,20190617
080A12,1.0,HENSUNG,172,0,20141015,172.0,0,,0
080A12,1.0,HENSUNG,596,0,20141015,596.0,0,,0
B222925041,1.0,HENSUNG,4986,0,20141015,4986.0,0,20190916- H01 B222925041,20190916
C223186072,,JIAYE,542,0,20141015,,0,,0
C223186072,,JIAYE,3378,0,20141015,,0,,0
C420070050,,JIAYE,2400,0,20141015,,0,20201007-H01 C420070050,20201007
C420070050,,JIAYE,800,0,20141015,,0,20201007-H01 C420070050,20201007
C45661050,1.0,JIAYE,1200,0,20141015,1200.0,0,,0
C45661050,1.0,JIAYE,300,0,20141015,300.0,0,,0
C14957070,,JIAYE,1800,0,20141015,,0,,0
C15618070,1.0,JIAYE,600,0,20141015,600.0,0,,0
C15618070,1.0,JIAYE,600,0,20141015,600.0,0,,0
C15594070,1.0,JIAYE,800,0,20141015,800.0,0,,0
C14957138,1.0,JIAYE,1800,0,20141015,1800.0,0,,0
C224059072,,JIAYE,6000,0,20141015,,0,20230215-H01 C224059072,20230215
C45685050,,JIAYE,2000,0,20141015,,0,,0
C19824070,,JIAYE,1076,0,20141015,,0,20190710-H01 C19824070,20190710
C19824070,,JIAYE,1076,0,20141015,,0,20221227-H01 C19824070,20221227
TV-4BX,,JIAYE,1000,0,20141015,,0,,0
TV-4WX,,JIAYE,4000,0,20141015,,0,,0
4996CD,,JIAYE,119,0,20141015,,0,,0
16540B,,JIAYE,2000,0,20141015,,0,,0
15416AB,,JIAYE,2500,0,20141015,,0,,0
15416AB,,JIAYE,2500,0,20141015,,0,,0
436770003,,JIAYE,2497,0,20141015,,0,,0
WAVE,,NINGKE,120,0,20141016,,0,,0
A721651092,,CATHAY,42000,0,20141015,,0,,0
P28238010,,SHENKA,1500,0,20141017,,0,,0
P223988010,,SHENKA,5782,0,20141017,,0,20190128-H01 P223988010,20190128
SG-32K1-BH-R,,S LITE,1000,0,20141017,,0,,0
4996D-NC,,JIAYE,2000,0,20141020,,0,,0
62223F,,JIAYE,246,0,20141020,,0,,0
62223L,,JIAYE,126,0,20141020,,0,,0
62223V,,JIAYE,238,0,20141020,,0,,0
63229A,,SHENKA,1400,0,20141020,,0,,0
036-0294,,JIAYE,250,0,20141023,,0,,0
44250B,,TOPWAY,117,0,20141023,,0,,0
60514B,,TOPWAY,588,0,20141023,,0,,0
C420059050,1.0,JIAYE,2418,0,20141027,2418.0,0,,0
C420059050,1.0,JIAYE,82,0,20141027,82.0,0,,0
M623186013,,JIAYE,2745,0,20141027,,0,,0
60412A-NC,,JIAYE,1546,0,20141027,,0,,0
16540B,,JIAYE,4000,0,20141027,,0,,0
15416AB,,JIAYE,5000,0,20141027,,0,,0
C420523050,1.0,JIAYE,3000,0,20141027,3000.0,0,,0
C45661050,1.0,JIAYE,500,0,20141027,500.0,0,,0
C18238070,,JIAYE,184,0,20141027,,0,,0
C18238070,,JIAYE,1050,0,20141027,,0,,0
C18516070,,JIAYE,1800,0,20141027,,0,20190122-H01 C18516070 C18667070,20190122
R811115C101,1.0,JIAYE,5040,0,20141027,5040.0,0,,0
H211115122,1.0,JIAYE,750,0,20141027,750.0,0,,0
H211115122,1.0,JIAYE,5880,0,20141027,5880.0,0,,0
P25685010,1.0,SHENKA,500,0,20141027,500.0,0,20190611-H01 P25685010,20190611
P25685010,1.0,SHENKA,500,0,20141027,500.0,0,20191202-H02 P25685010,20191202
P25685010,1.0,SHENKA,500,0,20141027,500.0,0,20230926-H02 P25685010,20230926
P223988010,,SHENKA,1800,0,20141027,,0,20190128-H01 P223988010,20190128
A321237022,,HENSUNG,1000,0,20141027,,0,,0
080A,1.0,HENSUNG,930,0,20141027,930.0,0,20190617-H01 080A,20190617
080A12,1.0,HENSUNG,247,0,20141027,247.0,0,,0
P35661060,1.0,HENSUNG,2200,0,20141027,2200.0,0,,0
P35661060,1.0,HENSUNG,1401,0,20141027,1401.0,0,,0
B223988041,1.0,HENSUNG,1360,0,20141027,1360.0,0,20190819- H01 B223988041,20190819
B25685041,,HENSUNG,2250,0,20141027,,0,,0
P323988060,,HENSUNG,1642,0,20141027,,0,,0
SG-32SK2-AD,1.0,S LITE,1000,0,20141027,1000.0,0,,0
SG-32SK2-AD,1.0,S LITE,1000,0,20141027,1000.0,0,,0
SGB-32S,1.0,S LITE,2500,0,20141027,2500.0,0,20220428-H01 SGB-32S - Revised 20220929,20220428
SG-42BK2-BH,,S LITE,600,0,20141027,,0,,0
SG-WP,1.0,S LITE,1000,0,20141027,1000.0,0,,0
SG-42K2-AF-Ⅰ,,S LITE,500,0,20141027,,0,,0
SG-42K1-AF-Ⅰ,,S LITE,280,0,20141027,,0,,0
480-0012-SX,,S LITE,300,0,20141027,,0,,0
SG-32K2-BH-R,,S LITE,1000,0,20141028,,0,,0
R89988101,,JIAYE,300,0,20141028,,0,,0
702,,NINGKE,2000,0,20141028,,0,,0
MCL01-P-PCS,1.0,ANJIE,38200,0,20141029,38200.0,0,,0
MCL01-P-PCS,1.0,ANJIE,6800,0,20141029,6800.0,0,,0
Dobermanplus,,HONGCHANG,600,0,20141029,,0,,0
PC-300,1.0,HONGCHANG,2000,0,20141029,2000.0,0,,0
M2006,,FRONT,2000,0,20141029,,0,,0
MS-32,,NINGKE,400,0,20141029,,0,,0
STL-1A,,NINGKE,500,0,20141029,,0,,0
STL-1B,,NINGKE,500,0,20141029,,0,,0
STL-35R,,NINGKE,500,0,20141029,,0,,0
PB006,,NINGKE,800,0,20141029,,0,,0
PS101,,NINGKE,500,0,20141029,,0,,0
MISC-ELE,,NINGKE,100,0,20141029,,0,,0
C420134050,,JIAYE,92,0,20141030,,0,,0
N812009154,1.0,SHENKA,3000,0,20141031,3000.0,0,,0
P220134010,,SHENKA,200,0,20141031,,0,,0
080A12,1.0,HENSUNG,650,0,20141031,650.0,0,,0
A1A24060020,,HENSUNG,1050,0,20141031,,0,,0
748,,NINGKE,1500,0,20141104,,0,,0
747,,NINGKE,2500,0,20141104,,0,,0
P321882060,,JIAYE,1137,0,20141106,,0,,0
C420523050,1.0,JIAYE,898,0,20141110,898.0,0,,0
C18240070,,JIAYE,800,0,20141110,,0,,0
C18468070,,JIAYE,270,0,20141110,,0,,0
436714036,,XFB,2500,0,20141110,,0,20190227-H01 436714036,20190227
436730010,,XFB,5000,0,20141110,,0,20191014-H01-436730010,20191014
080A,1.0,HENSUNG,341,0,20141110,341.0,0,20190617-H01 080A,20190617
080A12,1.0,HENSUNG,1632,0,20141110,1632.0,0,,0
P323988060,,HENSUNG,1600,0,20141110,,0,,0
M68237013,,HENSUNG,252,0,20141110,,0,,0
M68237013,,HENSUNG,4800,0,20141110,,0,,0
31008-002,,HENSUNG,200,0,20141110,,0,,0
P223989010,1.0,SHENKA,1000,0,20141110,1000.0,0,,0
SG-42K1-AF-Ⅰ,,S LITE,220,0,20141110,,0,,0
P223989010,1.0,SHENKA,369,0,20141110,369.0,0,,0
P223989010,1.0,SHENKA,231,0,20141110,231.0,0,,0
MCL02-P-11R,,ANJIE,25000,0,20141112,,0,,0
C420070050,,JIAYE,500,0,20141115,,0,20201007-H01 C420070050,20201007
P28239010,,SHENKA,1500,0,20141119,,0,,0
P321882060,,JIAYE,1363,0,20141120,,0,,0
SG-42BK1-BH,,S LITE,600,0,20141124,,0,,0
ST-FRC01,1.0,S LITE,500,0,20141124,500.0,0,,0
SG-44SK1KFP-KF,,S LITE,300,0,20141124,,0,,0
480-0012-SX,,S LITE,320,0,20141124,,0,,0
SSU00460,,S LITE,5000,0,20141124,,0,,0
SCPS-BBIN,,S LITE,1000,0,20141124,,0,,0
480-0022-2,1.0,S LITE,672,0,20141124,672.0,0,20190411-C01 480-0022-2,20190411
480-0022-2,1.0,S LITE,672,0,20141124,672.0,0,20200820-H01 480-0022-2,20200820
